fips,county,ypll_rate,low_birth_weight_pct,poor_or_fair_health_pct,injury_death_rate,flu_vaccinations_pct,access_exercise_pct,food_environment_index,primary_care_rate,mental_health_provider_rate,preventable_hosp_rate,mammography_pct,severe_housing_pct,income_ratio,life_expectancy,premature_age_adj_mortality,child_mortality_rate,infant_mortality_rate,suicide_rate,homicide_rate,motor_vehicle_mortality_rate,firearm_fatality_rate,drug_overdose_mortality_rate,frequent_physical_distress_pct,diabetes_prevalence_pct,hiv_prevalence_rate,obesity_prevalence_pct,frequent_mental_distress_pct,adult_smoking_pct,physical_inactivity_pct,excessive_drinking_pct,insufficient_sleep_pct,teen_birth_rate,chlamydia_rate,loneliness_pct,food_insecurity_pct,uninsured_adults_pct,uninsured_children_pct
37021,Buncombe,8557.0057768,8.8824365963,13.3,110.31730146,55,76.273696243,7.3,140.6822,895.61111,1874,47,13.507120444,4.5837174598,77.403702065,391.96842894,52.735724019,5.1483063242,17.912315804,4.341717008,12.10253616,13.996601685,46.500123671,10.5,8.0,297.5,26.2,15.4,11.1,18.4,21.084253651,27.7,13.86304619,344.7,31.0,14.5,15.42914135,5.3175064664
37023,Burke,11521.193535,8.6044591247,18.4,108.77910009,49,59.47470595,6.7,62.77751000000001,330.54857000000004,1879,46,11.36,4.5535655468,74.169901722,542.91953337,57.266740295,7.5286415712,15.080469561,5.6007079295,17.762245148,14.996295691,51.14512429,13.6,10.4,138.9,32.0,17.6,17.3,24.4,18.95831333,35.2,24.287836703,273.1,30.4,17.2,15.757023479,5.8158522799
37025,Cabarrus,7537.1455383,8.8444687842,15.3,79.186705949,49,61.908115002,8.1,79.12555,346.22692,3900,46,11.632094978,4.2368651263,77.189573148,376.89163961,46.921997193,5.364747525,9.9346491598,4.1316595958,12.001487397,10.749326599,31.079624837,11.0,9.9,259.0,34.6,15.4,12.2,21.4,19.630545787,34.3,13.66647738,537.8,28.5,11.5,10.747611642,4.11074241
37027,Caldwell,12862.81242,9.4574780059,18.9,107.05639122,50,79.838069732,6.4,49.71229,110.45746999999999,2681,47,11.494974874,4.4030418251,72.358851842,602.9641657,67.825349724,6.3567017799,19.054078943,5.7824535827,15.069424488,18.90674799,45.668675814,14.0,10.5,140.7,35.0,18.5,18.4,24.5,19.419142732,33.0,23.440430054,326.7,31.9,16.0,15.673775387,5.3718755729
37029,Camden,9189.3889958,9.2705167173,15.5,88.099258498,44,62.047320135,8.8,18.4587,53.874469999999995,3433,56,12.005277045,3.476926765,75.929649942,413.91155868,,,31.137638736,,13.24801611,,,11.9,9.4,96.2,34.3,17.4,15.8,21.9,21.452563107,33.9,9.6774193548,216.5,31.2,12.0,10.919030733,5.4538662682
37031,Carteret,10599.324168,7.2217502124,15.3,111.69604821,50,84.943710664,7.5,61.27719,202.54256,2568,52,11.190555371,4.6667469051,75.610298921,469.87464084,56.121066687,,21.449719727,3.9236174927,14.455432868,16.451355938,47.715672429,11.8,9.2,133.0,31.6,16.2,13.5,20.0,20.961514078,33.0,12.843565374,288.3,30.7,14.6,14.363683394,5.4352268083
37033,Caswell,10423.128188,10.808876163,21.0,121.16066612,41,44.352568614,7.9,22.01286,70.15390000000001,2139,48,9.656777196,4.8294125615,74.412573947,524.95402768,54.743526578,,11.109879516,10.086428081,32.780891262,17.687688484,29.511147836,14.0,12.2,338.1,35.5,17.7,18.3,25.8,18.98087305,36.3,22.594567149,486.4,32.4,14.9,14.574728146,6.2590274434
37035,Catawba,11083.710082,8.6159407815,17.9,92.323580463,52,61.492435091,7.2,63.68915,274.53005,2376,48,11.509032105,4.2779578324,73.919751616,516.93448648,55.323966857,6.4593919559,16.394717955,6.5287695148,16.634946983,17.295118173,38.517627479,12.9,10.1,208.2,34.1,17.3,17.0,23.3,20.358774727,32.3,16.907592735,372.6,31.4,14.8,14.291057958,5.6198347107
37037,Chatham,7551.9065025,8.7284482759,16.1,91.83700244,59,72.746935833,8.3,93.72312000000001,178.86896,1648,48,13.226020577,5.2364624478,79.932654518,317.62804456,56.458381018,7.874015748,11.985325636,3.8107940742,18.101271853,12.594788906,30.406722027,11.8,9.9,186.5,30.7,15.6,13.8,20.5,19.593237558,30.1,9.4352248394,313.0,30.3,12.6,13.305886079,6.0495074514
37039,Cherokee,12641.295517,7.7192982456,20.1,129.19093315,38,98.324876625,7.4,41.14239,166.89476,1814,40,9.74130962,4.1197899838,74.248946833,526.36683988,97.522917886,,23.800386399,,21.919009261,23.489260572,49.001732154,14.6,10.6,132.8,31.5,18.7,18.2,24.4,20.125043734,32.2,23.804324088,142.3,29.6,17.3,16.007217425,4.8309178744
37041,Chowan,10587.934218,11.285266458,20.7,102.2332935,51,56.368543916,6.1,72.87567,158.37593,2200,48,14.513556619,4.9034722222,74.440706024,516.31291497,,,,11.231710181,19.400226676,15.838960964,33.753646599,14.2,12.2,107.8,39.4,17.8,17.7,26.0,17.87628975,37.8,23.887079262,581.1,32.8,16.7,13.453761122,5.9776737486
37043,Clay,10395.654813,7.0116861436,18.3,110.91939857,47,99.792587249,7.8,44.21257,151.71949,2272,44,18.349514563,5.8089455388,76.828852682,430.35224424,,,22.40827533,,15.230939114,21.12750449,31.950737772,13.5,9.6,134.7,32.7,18.3,17.9,23.7,20.916495893,33.1,27.041942605,146.4,31.0,16.3,15.349849347,6.3714902808
37045,Cleveland,12476.455436,10.528992879,20.9,102.69218974,50,64.254062038,7.3,43.84261,163.74361,3429,47,15.177962635,4.7998380981,72.02350536,612.23807906,62.970373455,7.9794079794,17.083827436,7.5347686102,23.763501001,15.736720629,27.327503466,14.5,11.3,272.7,37.8,19.4,20.6,27.2,18.40914522,36.4,27.781511852,575.1,32.1,16.4,13.302288266,4.9862222805
37047,Columbus,16521.376216,11.558282209,24.1,141.40973471,43,38.275092349,7.4,39.92654,167.59442,4056,41,14.300572023,4.7790830235,69.739990661,742.03933227,91.575091575,8.565834557,11.56129406,19.030753168,36.211294223,29.711087877,54.93404683,16.3,13.4,428.5,39.2,20.0,21.6,28.9,17.639127948,39.6,35.218298992,565.3,32.2,17.0,16.876602806,5.4232424677
37049,Craven,12560.091878,9.0869183494,19.1,124.45060571,53,87.81771247,7.4,74.49788000000001,326.20054,2499,61,14.782285997,4.3340113628,73.583646672,560.54007172,64.467158142,8.4754854629,18.390626289,6.8641390759,16.109714158,18.116227414,66.384614622,13.7,11.6,288.0,36.1,17.9,17.4,24.5,18.934775801,34.8,24.099429091,455.0,31.6,14.7,13.133002446,5.5165631007
37051,Cumberland,12884.378328,10.174018616,18.7,114.29184985,37,87.134628713,6.5,70.63915,465.53612000000004,3102,38,18.292585491,4.3235955056,72.851337042,590.52949231,86.169179712,8.7574090885,16.659932328,12.927622863,18.920560614,22.667485878,54.929201811,13.0,12.2,564.0,39.6,17.1,15.7,24.5,17.780233295,42.1,24.21921355,1152.1,31.9,16.3,13.370378064,4.336056064
37053,Currituck,6917.8533778,7.4987905177,14.4,74.020269102,46,86.658362989,8.8,26.978720000000003,82.29671,3386,45,11.168224299,3.8926533353,77.144755739,390.02795299,,,17.120577346,,12.7100333,12.452007886,34.551939367,11.3,9.0,114.8,33.2,16.0,13.7,19.7,22.095152119,31.3,10.249402118,170.9,29.2,12.1,11.336332363,5.8603491272
37055,Dare,8306.9062774,6.2328139322,12.3,110.25535354,50,66.151970744,7.9,58.16105,215.16662,1460,44,13.708149084,4.1639159185,78.170651817,364.05271763,36.237852084,,15.82108981,,8.1111772022,13.38050407,46.766494013,10.1,8.2,95.6,29.5,15.0,11.2,17.6,24.297296293,28.1,11.695906433,192.3,29.7,12.3,12.701521086,5.7492014998
37057,Davidson,12216.701491,10.006492453,17.9,117.63594274,48,64.157343278,7.1,28.12989,126.42731,3185,46,11.390609838,4.236292195,73.31963788,556.89681023,57.187612666,6.9105691057,18.01898105,4.5876547909,17.755923172,16.653281051,58.931773788,13.2,10.3,237.9,34.5,17.5,17.4,23.1,20.208920052,33.9,19.727504967,415.4,32.8,15.3,15.104207629,4.7208506414
37059,Davie,9312.3777364,8.2489146165,17.4,105.77953512,55,66.711931073,7.4,41.34794,103.14133,2285,50,12.714460784,3.8535782456,76.350943987,424.6054779,70.630376107,,12.866669417,4.3195539562,11.961841725,12.471822919,40.486139226,12.9,9.7,110.8,34.0,17.8,16.3,23.0,20.963880883,33.5,13.767629281,238.1,29.8,14.8,12.198986058,4.9252788887
37061,Duplin,11990.440269,8.9430894309,22.6,102.95878728,42,27.223647747,7.2,22.6734,74.71729,3162,46,13.745271122,4.4357003257,73.751902533,551.3414728,77.844417317,8.1284291811,11.831028095,6.3791132522,32.916224381,15.334287467,31.989967946,14.8,12.6,335.7,39.4,18.1,17.9,28.4,17.489361341,35.4,37.289871149,718.5,32.6,16.5,19.18651818,7.3512154233
37063,Durham,7259.3175634,9.029822313,14.2,79.109102226,57,90.662278771,8.0,119.58568,771.7606800000001,2295,52,15.71633022,4.4889165347,79.186138445,337.74661256,64.594399633,5.8269065981,8.7298165998,11.863396116,10.52541911,15.452439423,31.943633178,10.1,10.2,637.3,32.5,13.9,10.6,19.1,20.635670417,33.7,14.550124451,811.3,31.6,12.2,12.347014177,4.9628284
37065,Edgecombe,16248.145498,13.01502666,23.0,142.25034467,45,67.316973415,6.9,39.289480000000005,73.72215,3131,49,17.471443406,4.9976649154,70.482550684,701.1394012,113.96707166,11.844331641,12.654088782,17.925614302,33.610526817,27.892224445,46.78314993,14.9,14.3,709.8,40.5,18.5,18.9,28.6,15.843537371,38.4,30.809448231,1511.4,32.3,16.4,13.634117602,4.7014094955
37067,Forsyth,9571.269441,10.616850389,16.5,98.650097895,54,80.839541023,6.8,113.87128999999999,389.90026,2794,50,15.187520743,4.6186132687,75.848426857,440.6873862,67.865540452,8.775054237,12.437992833,8.9963519793,12.182559972,16.406959259,39.70572876,11.9,10.6,521.9,31.8,16.2,14.5,22.0,18.100917455,34.2,16.797730691,635.5,29.8,14.5,14.252799062,4.344069128
37069,Franklin,9622.1075892,9.1335740072,17.9,102.99820457,53,63.918743529,8.5,12.55178,140.25792,3149,44,12.580961727,4.1830806846,76.316228023,435.64922498,60.817561795,6.7771084337,18.185058454,6.1700591709,23.651893488,18.854862585,32.095221938,12.8,11.2,236.4,38.0,17.3,16.2,23.7,19.361731921,37.4,16.26610012,450.8,32.5,12.6,15.024335031,6.4011206529
37071,Gaston,11888.859086,10.210016155,18.1,92.623971259,51,74.436152898,7.1,52.413630000000005,301.80154,3752,46,14.908127607,4.6921491406,72.983767606,570.19365379,70.323488045,7.1800493286,17.020870005,6.6617560008,15.670987926,17.559046684,39.32687428,13.3,10.9,400.4,36.5,17.7,16.8,22.9,20.311071606,38.1,20.967741935,624.2,31.1,14.4,13.513379619,5.0621071535
37073,Gates,11365.864398,9.5166163142,18.9,108.40500108,44,26.942164535,7.5,,,3109,47,13.164251208,4.0758988527,74.570263049,516.86087634,,,,,42.10794947,21.681000217,31.043367585,13.4,11.5,154.5,37.3,18.2,17.5,24.7,18.974856746,37.3,16.084558824,250.4,32.3,14.3,10.704131126,4.7687861272
37075,Graham,11940.546655,8.3056478405,19.0,96.567041669,32,100.0,7.7,37.29952,99.3542,1917,38,10.158730159,4.5561888912,74.515406192,548.06905284,,,,,,,40.82132506,14.3,10.4,,34.0,18.9,18.7,23.7,20.965142311,34.3,37.197768134,263.2,31.2,16.8,19.741026806,7.0317361543
37077,Granville,9719.9300348,10.135940854,19.1,92.151390633,47,47.652151102,7.7,51.62456,395.54927000000004,2849,44,13.748225272,4.8581583916,75.579486222,472.32693189,59.377080447,,16.335266433,5.4306634146,22.667116861,17.708808164,32.542372881,13.1,11.8,477.6,37.5,16.9,16.7,23.9,18.733120166,36.6,17.636086145,568.6,32.7,13.2,14.451014954,4.9516716844
37079,Greene,9574.0307253,11.218836565,24.7,89.736291093,48,75.174808078,7.8,14.693639999999998,63.32197,2736,49,16.076696165,4.0283889594,74.865428194,497.50701975,72.375013918,,10.583651107,10.28665478,21.94486353,15.438501693,22.743518097,15.7,13.8,409.4,41.2,18.6,20.4,29.5,17.286612002,40.9,25.27357999,762.0,33.2,17.0,21.92800993,7.3673364245
37081,Guilford,9266.7333887,10.205060559,17.7,97.597074829,52,89.519470755,7.7,80.75072,353.54068,2468,48,15.224236641,4.6303901437,76.246124474,424.53594077,64.363028878,8.5700757576,11.229561833,10.458467744,13.313202562,17.000780777,38.243570415,12.2,11.0,540.0,33.5,17.1,14.9,23.8,17.860905417,36.3,11.77823398,807.7,30.0,13.7,12.457610466,3.8601826234
37083,Halifax,15814.706228,13.881401617,25.2,130.79700873,45,51.867467402,7.0,47.64667,175.48310999999998,3306,51,18.827930175,6.0637506414,70.414980128,695.00364278,104.74403177,10.520778538,15.220853222,18.038189424,29.777328573,29.246536113,36.40134891,15.8,14.5,409.4,41.2,19.1,20.0,29.8,15.596565512,39.6,33.415233415,1040.8,35.4,17.6,15.133389161,4.8602193026
37085,Harnett,10063.549892,8.506239951,19.5,102.48575609,47,69.558576905,7.5,27.212690000000002,110.9721,3982,40,13.191715348,4.3032535083,74.550370405,514.76044035,52.577600644,6.2221539407,14.636069633,7.9307927303,21.36026842,17.00765051,41.276562682,13.8,11.5,300.4,39.4,17.8,16.0,25.2,18.537040449,37.5,18.690705078,497.0,31.0,14.9,14.774536131,5.1278488049
37087,Haywood,10919.559839,9.1920529801,15.7,127.10304311,49,72.439562563,7.8,68.82642999999999,406.54925000000003,2375,44,14.053030303,4.404026698,74.560685099,498.66595549,71.590746385,6.9948186528,20.535829073,4.1464049517,16.355263976,16.648257536,40.413278953,11.9,9.2,150.9,31.5,15.5,14.3,20.7,20.335073881,31.5,17.332549941,201.2,30.2,15.3,14.4188259,4.832155477
37089,Henderson,8874.5781303,8.43156289,15.9,110.80002383,51,72.016064533,7.5,87.30709,275.09855,1369,50,11.716817807,4.195447207,77.360173363,384.4053953,55.606265672,5.6202878684,18.944148628,3.1805759778,12.23298453,14.977576186,31.693927217,12.0,9.2,183.7,33.9,16.5,15.0,20.7,20.928132677,34.4,17.736769135,225.2,29.1,14.6,16.280109799,5.6644295302
37091,Hertford,13850.63179,11.354019746,25.2,99.469790492,30,55.076095026,6.9,61.09597,267.31095,3037,49,16.130988478,4.8069800224,72.217726441,611.43861513,104.35819709,,,18.675415061,26.768094921,24.867447623,22.984630943,15.5,15.0,501.0,43.4,18.7,20.7,30.6,15.975365602,42.9,17.196456488,876.6,33.8,15.6,14.239514907,5.147864184
37093,Hoke,12067.008587,9.506638256,20.8,98.63270866,41,60.877078453,7.2,20.71017,203.87172999999999,3483,43,17.170290878,5.0625721133,72.722518981,560.77096669,101.14259526,7.8626444159,13.538299874,14.995777505,26.308381587,24.199846734,36.256152792,14.0,13.0,421.8,35.6,18.0,16.6,26.6,18.308117538,39.8,24.485001807,845.9,33.0,15.7,14.264311131,4.1560761146
37095,Hyde,8577.9190885,9.2369477912,25.4,112.06109405,32,54.499891044,3.6,22.18279,21.7061,2150,43,19.0,3.5433249035,77.854281082,406.35981705,,,,,,,,16.3,13.5,268.5,39.2,18.8,22.1,30.5,17.947434971,38.0,22.113022113,327.8,32.6,21.6,22.569938359,7.8729281768
37097,Iredell,8077.4468302,8.8300383594,16.0,74.849337599,50,66.800040709,8.1,67.71961999999999,261.87973,2971,52,10.961715378,4.2127203364,76.553302242,405.23449164,49.918948804,7.2017224738,14.471214213,4.4444340481,14.81478016,13.813397068,21.267879401,11.9,9.7,142.9,33.5,16.9,14.5,22.2,20.249192308,30.9,13.388879524,367.5,32.6,12.8,11.718176357,4.9634551495
37099,Jackson,10730.462681,9.1206543967,17.0,104.74908459,48,98.492194205,7.6,71.41212,475.61359,1923,40,16.094674556,4.7229921983,76.326940899,462.65935856,27.629166353,,19.012292288,3.6318373465,14.857516418,12.40449686,51.381156153,13.2,10.1,112.7,32.4,18.1,16.1,22.2,20.026113142,34.0,11.375947996,549.4,30.6,17.0,18.107863814,7.3024054983
37101,Johnston,8163.1657272,8.3719902805,18.0,85.999438296,51,96.824985301,8.4,26.93109,113.65749999999998,3758,45,12.986074619,4.2844518749,76.453118623,406.1543278,49.394809809,5.741572395,13.561727264,4.3310550179,17.324220072,13.124780871,27.895526089,12.9,11.0,239.6,36.2,17.4,15.9,24.1,19.015334947,35.5,15.405157639,420.4,30.6,12.7,15.688835192,5.3039994614
37103,Jones,12786.449306,7.5642965204,21.8,102.57725349,50,64.587876145,8.0,64.82982,42.54867,3406,57,13.35978836,4.654438599,72.367148714,583.27463492,,,,,27.175554079,,,14.6,12.3,248.0,38.2,18.9,19.1,27.7,18.784820322,36.9,22.144522145,541.5,32.7,16.0,16.054343666,6.0483870968
37105,Lee,12121.693985,9.8699871818,20.5,112.6276182,50,64.304337521,7.1,51.45156,217.71873,2916,46,14.550042052,4.3254835997,73.748946311,552.88785986,69.927943814,8.0087368038,12.377807139,9.649759675,23.894643005,18.718392883,53.134132429,14.3,11.7,322.9,38.4,18.1,17.2,26.7,18.433584124,39.1,23.295370507,528.4,32.5,16.3,16.444479297,7.0202212896
37107,Lenoir,14784.922929,12.0268757,23.3,124.91696271,49,78.075904358,6.1,56.66654,176.70096999999998,3162,50,16.933889743,5.0389372916,70.906473993,680.27138045,93.717267866,12.045505242,10.980117038,15.338442739,21.985101259,22.022932733,35.138950315,15.2,13.6,544.5,40.4,18.9,19.2,28.5,16.288682461,41.4,31.676198856,1145.8,32.5,18.1,15.926575786,5.3704907377
